2018-12-20__18:30 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 9 hours, 26 minutes] [0.47,0.41,0.50] 41514M 39.7% 7843M 23.3% +44.0°C normal normal normal
2018-12-20__18:31 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 9 hours, 27 minutes] [0.69,0.50,0.53] 41514M 39.7% 7843M 23.2% +43.0°C normal normal normal
2018-12-20__18:32 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 9 hours, 28 minutes] [0.80,0.56,0.55] 41514M 39.7% 7843M 23.5% +44.0°C normal normal normal
2018-12-20__18:33 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 9 hours, 29 minutes] [0.52,0.54,0.54] 41514M 39.8% 7843M 23.6% +44.0°C normal normal normal
2018-12-20__18:34 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 9 hours, 30 minutes] [0.73,0.61,0.56] 41514M 39.8% 7843M 23.5% +44.0°C normal normal normal
2018-12-20__19:17 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 12 minutes] [0.23,0.26,0.33] 41514M 39.9% 7843M 26.3% +43.0°C normal normal normal
2018-12-20__19:18 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 13 minutes] [0.95,0.50,0.42] 41514M 39.9% 7843M 26.2% +43.0°C normal normal normal
2018-12-20__19:19 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 14 minutes] [0.87,0.55,0.44] 41514M 39.9% 7843M 26.3% +45.0°C normal normal normal
2018-12-20__19:28 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 24 minutes] [0.35,0.40,0.41] 41514M 39.9% 7843M 25.8% +44.0°C normal normal normal
2018-12-20__19:29 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 25 minutes] [0.38,0.39,0.40] 41514M 39.9% 7843M 25.7% +44.0°C normal normal normal
2018-12-20__19:30 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 26 minutes] [0.17,0.33,0.38] 41514M 39.9% 7843M 25.8% +43.0°C normal normal normal
2018-12-20__19:31 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 27 minutes] [0.36,0.35,0.38] 41514M 39.9% 7843M 25.8% +43.0°C normal normal normal
2018-12-20__19:32 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 28 minutes] [0.16,0.30,0.35] 41514M 39.9% 7843M 25.8% +43.0°C normal normal normal
2018-12-20__19:33 tanxiaoze-Inspiron-7559 GNU/Linux [#45-Ubuntu SMP Thu Nov 15 19:32:57 UTC 2018] [up 4 days, 10 hours, 29 minutes] [0.72,0.44,0.40] 41514M 39.9% 7843M 25.7% +44.0°C normal normal normal
